build_id,axis,tier,solve_rate,push_kind,best_corridor_cm,worst_corridor_cm,n_solutions_with_no_route,xml
easy_000,hmax2,easy,0.7143,one_push,15.78,9.44,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00159/env.xml
easy_001,hmax2,easy,0.7308,one_push,30.0,11.2,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_404/rb_00078/env.xml
easy_002,hmax2,easy,0.3,needs_2_chain,30.0,7.57,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00014/env.xml
easy_003,hmax2,easy,0.3,one_push,11.76,8.93,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00048/env.xml
easy_004,hmax2,easy,0.3,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00153/env.xml
easy_005,hmax2,easy,0.3286,needs_2_chain,30.0,14.14,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00016/env.xml
easy_006,hmax2,easy,0.7259,one_push,30.0,9.55,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_410/rb_00064/env.xml
easy_007,hmax2,easy,0.7391,one_push,16.35,11.59,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00085/env.xml
easy_008,hmax2,easy,0.3077,needs_2_chain,30.0,10.23,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_501/rb_00000/env.xml
easy_009,hmax2,easy,0.3,needs_2_chain,30.0,7.97,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00483/env.xml
easy_010,hmax2,easy,0.3,one_push,30.0,11.93,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00019/env.xml
easy_011,hmax2,easy,0.3333,one_push,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00068/env.xml
easy_012,hmax2,easy,0.7429,one_push,30.0,9.55,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_406/rb_00013/env.xml
easy_013,hmax2,easy,0.76,one_push,30.0,9.55,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_404/rb_00035/env.xml
easy_014,hmax2,easy,0.3111,needs_2_chain,30.0,10.06,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_620/rb_00017/env.xml
easy_015,hmax2,easy,0.3077,one_push,12.84,9.16,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00034/env.xml
easy_016,hmax2,easy,0.3455,needs_2_chain,10.97,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00052/env.xml
easy_017,hmax2,easy,0.3333,needs_2_chain,30.0,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00002/env.xml
easy_018,hmax2,easy,0.7556,one_push,30.0,10.97,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00192/env.xml
easy_019,hmax2,easy,0.775,one_push,26.38,11.2,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_404/rb_00052/env.xml
easy_020,hmax2,easy,0.312,needs_2_chain,30.0,9.84,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00217/env.xml
easy_021,hmax2,easy,0.3172,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00098/env.xml
easy_022,hmax2,easy,0.4,one_push,13.23,12.1,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00050/env.xml
easy_023,hmax2,easy,0.4,one_push,30.0,12.78,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00495/env.xml
easy_024,hmax2,easy,0.76,one_push,21.16,10.01,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_404/rb_00001/env.xml
easy_025,hmax2,easy,0.776,one_push,30.0,9.72,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_412/rb_00062/env.xml
easy_026,hmax2,easy,0.328,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_504/rb_00002/env.xml
easy_027,hmax2,easy,0.3286,needs_2_chain,30.0,7.97,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00189/env.xml
easy_028,hmax2,easy,0.4,needs_2_chain,30.0,10.86,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00037/env.xml
easy_029,hmax2,easy,0.4235,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00071/env.xml
easy_030,hmax2,easy,0.7615,one_push,30.0,9.95,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_405/rb_00031/env.xml
easy_031,hmax2,easy,0.7769,one_push,30.0,11.59,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_409/rb_00072/env.xml
easy_032,hmax2,easy,0.3333,needs_2_chain,11.76,9.33,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_604/rb_00005/env.xml
easy_033,hmax2,easy,0.331,one_push,30.0,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00065/env.xml
easy_034,hmax2,easy,0.4333,needs_2_chain,30.0,9.1,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00049/env.xml
easy_035,hmax2,easy,0.45,one_push,30.0,12.95,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00016/env.xml
easy_036,hmax2,easy,0.7692,one_push,20.03,9.55,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00067/env.xml
easy_037,hmax2,easy,0.7895,one_push,30.0,9.67,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00091/env.xml
easy_038,hmax2,easy,0.3385,needs_2_chain,11.14,9.61,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00009/env.xml
easy_039,hmax2,easy,0.3385,needs_2_chain,30.0,4.4,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_608/rb_00015/env.xml
easy_040,hmax2,easy,0.4462,needs_2_chain,30.0,8.99,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00020/env.xml
easy_041,hmax2,easy,0.4533,needs_2_chain,10.74,8.42,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00177/env.xml
easy_042,hmax2,easy,0.7778,one_push,30.0,10.8,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00026/env.xml
easy_043,hmax2,easy,0.8,one_push,30.0,11.59,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00190/env.xml
easy_044,hmax2,easy,0.3481,needs_2_chain,30.0,12.16,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_611/rb_00006/env.xml
easy_045,hmax2,easy,0.34,needs_2_chain,30.0,7.97,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00017/env.xml
easy_046,hmax2,easy,0.4571,one_push,30.0,9.16,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00018/env.xml
easy_047,hmax2,easy,0.475,one_push,30.0,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00057/env.xml
easy_048,hmax2,easy,0.7778,one_push,30.0,10.8,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00002/env.xml
easy_049,hmax2,easy,0.8,one_push,30.0,9.84,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_401/rb_00064/env.xml
easy_050,hmax2,easy,0.35,needs_2_chain,30.0,10.06,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00064/env.xml
easy_051,hmax2,easy,0.3429,one_push,30.0,12.27,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00148/env.xml
easy_052,hmax2,easy,0.4667,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00048/env.xml
easy_053,hmax2,easy,0.48,one_push,30.0,11.59,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00155/env.xml
easy_054,hmax2,easy,0.7778,one_push,13.18,9.95,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml
easy_055,hmax2,easy,0.8143,one_push,14.65,9.95,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_405/rb_00038/env.xml
easy_056,hmax2,easy,0.3563,one_push,30.0,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00188/env.xml
easy_057,hmax2,easy,0.3448,one_push,30.0,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00050/env.xml
easy_058,hmax2,easy,0.4714,needs_2_chain,30.0,9.72,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00341/env.xml
easy_059,hmax2,easy,0.5,one_push,30.0,12.38,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00352/env.xml
easy_060,hmax2,easy,0.7826,one_push,30.0,12.38,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_411/rb_00026/env.xml
easy_061,hmax2,easy,0.8148,one_push,30.0,10.8,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_410/rb_00045/env.xml
easy_062,hmax2,easy,0.36,needs_2_chain,30.0,10.18,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00006/env.xml
easy_063,hmax2,easy,0.3538,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00073/env.xml
easy_064,hmax2,easy,0.4769,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00020/env.xml
easy_065,hmax2,easy,0.5286,one_push,30.0,7.97,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00077/env.xml
easy_066,hmax2,easy,0.7833,one_push,17.6,10.63,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_405/rb_00024/env.xml
easy_067,hmax2,easy,0.8148,one_push,30.0,9.5,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_412/rb_00073/env.xml
easy_068,hmax2,easy,0.36,needs_2_chain,30.0,11.25,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_602/rb_00007/env.xml
easy_069,hmax2,easy,0.3615,needs_2_chain,30.0,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00001/env.xml
easy_070,hmax2,easy,0.5,one_push,30.0,10.35,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00194/env.xml
easy_071,hmax2,easy,0.55,one_push,30.0,12.16,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00060/env.xml
easy_072,hmax2,easy,0.784,one_push,30.0,10.35,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00199/env.xml
easy_073,hmax2,easy,0.8214,one_push,30.0,10.35,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00024/env.xml
easy_074,hmax2,easy,0.3667,needs_2_chain,10.46,9.72,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_507/rb_00003/env.xml
easy_075,hmax2,easy,0.3619,needs_2_chain,30.0,7.57,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00443/env.xml
easy_076,hmax2,easy,0.5,one_push,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00423/env.xml
easy_077,hmax2,easy,0.57,one_push,30.0,9.67,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00067/env.xml
easy_078,hmax2,easy,0.7846,one_push,30.0,9.95,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_406/rb_00051/env.xml
easy_079,hmax2,easy,0.8267,one_push,20.71,9.95,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_404/rb_00066/env.xml
easy_080,hmax2,easy,0.3667,needs_2_chain,14.54,4.29,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_514/rb_00003/env.xml
easy_081,hmax2,easy,0.363,needs_2_chain,30.0,11.03,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00073/env.xml
easy_082,hmax2,easy,0.5053,one_push,30.0,8.82,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00032/env.xml
easy_083,hmax2,easy,0.5714,one_push,30.0,9.55,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00038/env.xml
easy_084,hmax2,easy,0.7857,one_push,30.0,9.95,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00171/env.xml
easy_085,hmax2,easy,0.8286,one_push,30.0,11.2,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_406/rb_00064/env.xml
easy_086,hmax2,easy,0.3704,needs_2_chain,30.0,10.86,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_523/rb_00009/env.xml
easy_087,hmax2,easy,0.3643,needs_2_chain,30.0,7.97,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00080/env.xml
easy_088,hmax2,easy,0.5077,one_push,30.0,10.8,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00274/env.xml
easy_089,hmax2,easy,0.58,one_push,30.0,10.52,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00064/env.xml
easy_090,hmax2,easy,0.7931,one_push,20.37,11.59,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_401/rb_00021/env.xml
easy_091,hmax2,easy,0.8333,one_push,30.0,11.99,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_404/rb_00027/env.xml
easy_092,hmax2,easy,0.3714,one_push,11.54,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00094/env.xml
easy_093,hmax2,easy,0.3667,one_push,10.63,8.7,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00147/env.xml
easy_094,hmax2,easy,0.5375,one_push,30.0,9.1,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00030/env.xml
easy_095,hmax2,easy,0.6,one_push,30.0,7.57,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00037/env.xml
easy_096,hmax2,easy,0.8,one_push,11.99,9.55,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00162/env.xml
easy_097,hmax2,easy,0.8333,one_push,30.0,11.2,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_406/rb_00045/env.xml
easy_098,hmax2,easy,0.376,one_push,30.0,9.67,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_602/rb_00008/env.xml
easy_099,hmax2,easy,0.3714,one_push,30.0,7.97,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00058/env.xml
med_000,hmax2,med,0.05,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_512/rb_00004/env.xml
med_001,hmax2,med,0.05,needs_2_chain,30.0,4.79,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_502/rb_00010/env.xml
med_002,hmax2,med,0.0667,needs_2_chain,10.46,10.46,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00078/env.xml
med_003,hmax2,med,0.0571,needs_2_chain,30.0,9.33,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00061/env.xml
med_004,hmax2,med,0.0519,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00025/env.xml
med_005,hmax2,med,0.0522,needs_2_chain,11.76,9.1,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00005/env.xml
med_006,hmax2,med,0.1667,needs_2_chain,9.72,9.21,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00224/env.xml
med_007,hmax2,med,0.0571,needs_2_chain,9.16,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00064/env.xml
med_008,hmax2,med,0.0522,needs_2_chain,12.16,9.44,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_506/rb_00006/env.xml
med_009,hmax2,med,0.0533,needs_2_chain,30.0,9.16,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00234/env.xml
med_010,hmax2,med,0.1667,one_push,10.97,10.74,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00066/env.xml
med_011,hmax2,med,0.1,needs_2_chain,12.38,12.38,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00075/env.xml
med_012,hmax2,med,0.0533,needs_2_chain,30.0,9.84,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00284/env.xml
med_013,hmax2,med,0.0533,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00070/env.xml
med_014,hmax2,med,0.1714,needs_2_chain,11.08,8.36,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00065/env.xml
med_015,hmax2,med,0.12,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00463/env.xml
med_016,hmax2,med,0.0533,needs_2_chain,30.0,9.61,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00077/env.xml
med_017,hmax2,med,0.0552,needs_2_chain,30.0,13.86,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00130/env.xml
med_018,hmax2,med,0.1882,needs_2_chain,30.0,9.72,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00444/env.xml
med_019,hmax2,med,0.125,one_push,30.0,13.18,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00135/env.xml
med_020,hmax2,med,0.0538,needs_2_chain,9.1,8.7,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00002/env.xml
med_021,hmax2,med,0.0571,needs_2_chain,30.0,3.15,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_618/rb_00011/env.xml
med_022,hmax2,med,0.1882,needs_2_chain,30.0,9.16,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00448/env.xml
med_023,hmax2,med,0.1333,needs_2_chain,9.89,9.78,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00013/env.xml
med_024,hmax2,med,0.0538,needs_2_chain,30.0,13.18,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_607/rb_00008/env.xml
med_025,hmax2,med,0.0583,needs_2_chain,12.5,10.91,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_601/rb_00013/env.xml
med_026,hmax2,med,0.2235,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00114/env.xml
med_027,hmax2,med,0.15,needs_2_chain,30.0,8.36,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00327/env.xml
med_028,hmax2,med,0.0552,needs_2_chain,30.0,7.97,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00019/env.xml
med_029,hmax2,med,0.0593,needs_2_chain,30.0,14.37,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_507/rb_00007/env.xml
med_030,hmax2,med,0.2286,needs_2_chain,30.0,13.23,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00067/env.xml
med_031,hmax2,med,0.25,one_push,30.0,9.72,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00050/env.xml
med_032,hmax2,med,0.0552,needs_2_chain,30.0,9.55,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00026/env.xml
med_033,hmax2,med,0.06,needs_2_chain,30.0,11.99,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00096/env.xml
med_034,hmax2,med,0.2429,needs_2_chain,30.0,9.16,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00126/env.xml
med_035,hmax2,med,0.0583,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_520/rb_00003/env.xml
med_036,hmax2,med,0.06,needs_2_chain,30.0,7.97,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00138/env.xml
med_037,hmax2,med,0.2667,needs_2_chain,9.5,8.42,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00060/env.xml
med_038,hmax2,med,0.0583,needs_2_chain,11.65,9.33,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_614/rb_00002/env.xml
med_039,hmax2,med,0.06,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00013/env.xml
med_040,hmax2,med,0.2714,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00015/env.xml
med_041,hmax2,med,0.06,needs_2_chain,30.0,12.21,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00060/env.xml
med_042,hmax2,med,0.0643,needs_2_chain,30.0,9.55,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00009/env.xml
med_043,hmax2,med,0.2857,one_push,11.42,10.91,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00064/env.xml
med_044,hmax2,med,0.06,needs_2_chain,30.0,13.29,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00022/env.xml
med_045,hmax2,med,0.0667,needs_2_chain,30.0,9.16,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00066/env.xml
med_046,hmax2,med,0.0621,needs_2_chain,9.67,9.44,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_619/rb_00019/env.xml
med_047,hmax2,med,0.0667,needs_2_chain,30.0,8.36,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00279/env.xml
med_048,hmax2,med,0.0667,needs_2_chain,30.0,10.06,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00292/env.xml
med_049,hmax2,med,0.0667,needs_2_chain,12.21,7.97,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00014/env.xml
med_050,hmax2,med,0.0667,needs_2_chain,30.0,10.23,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_504/rb_00011/env.xml
med_051,hmax2,med,0.0667,needs_2_chain,30.0,8.36,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00086/env.xml
med_052,hmax2,med,0.0692,needs_2_chain,30.0,9.55,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00180/env.xml
med_053,hmax2,med,0.0667,needs_2_chain,30.0,9.61,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00068/env.xml
med_054,hmax2,med,0.072,needs_2_chain,30.0,9.5,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00195/env.xml
med_055,hmax2,med,0.0667,needs_2_chain,30.0,7.97,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00026/env.xml
med_056,hmax2,med,0.072,needs_2_chain,10.74,9.27,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00239/env.xml
med_057,hmax2,med,0.0667,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00084/env.xml
med_058,hmax2,med,0.072,needs_2_chain,17.6,9.16,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_501/rb_00014/env.xml
med_059,hmax2,med,0.0733,needs_2_chain,30.0,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00003/env.xml
med_060,hmax2,med,0.0769,needs_2_chain,30.0,8.48,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_508/rb_00002/env.xml
med_061,hmax2,med,0.075,needs_2_chain,30.0,8.53,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_523/rb_00004/env.xml
med_062,hmax2,med,0.0786,needs_2_chain,12.21,11.88,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00095/env.xml
med_063,hmax2,med,0.0762,needs_2_chain,30.0,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00008/env.xml
med_064,hmax2,med,0.08,needs_2_chain,30.0,9.5,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00075/env.xml
med_065,hmax2,med,0.0786,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_514/rb_00011/env.xml
med_066,hmax2,med,0.0867,needs_2_chain,30.0,7.97,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00075/env.xml
med_067,hmax2,med,0.08,needs_2_chain,10.74,7.57,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00020/env.xml
med_068,hmax2,med,0.0917,needs_2_chain,13.57,1.96,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_606/rb_00003/env.xml
med_069,hmax2,med,0.08,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
med_070,hmax2,med,0.0966,needs_2_chain,11.59,11.59,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_618/rb_00002/env.xml
med_071,hmax2,med,0.08,needs_2_chain,30.0,13.29,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00055/env.xml
med_072,hmax2,med,0.1,needs_2_chain,30.0,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00393/env.xml
med_073,hmax2,med,0.08,needs_2_chain,30.0,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00084/env.xml
med_074,hmax2,med,0.104,needs_2_chain,30.0,9.89,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_504/rb_00010/env.xml
med_075,hmax2,med,0.0828,needs_2_chain,30.0,10.35,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00041/env.xml
med_076,hmax2,med,0.1083,needs_2_chain,12.89,7.57,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00014/env.xml
med_077,hmax2,med,0.0833,needs_2_chain,30.0,1.96,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_513/rb_00009/env.xml
med_078,hmax2,med,0.1259,needs_2_chain,9.95,9.1,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_619/rb_00020/env.xml
med_079,hmax2,med,0.0867,needs_2_chain,30.0,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00129/env.xml
med_080,hmax2,med,0.128,needs_2_chain,30.0,14.71,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_508/rb_00006/env.xml
med_081,hmax2,med,0.0867,needs_2_chain,30.0,10.74,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00026/env.xml
med_082,hmax2,med,0.136,needs_2_chain,11.42,9.84,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_505/rb_00005/env.xml
med_083,hmax2,med,0.087,needs_2_chain,30.0,9.55,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00063/env.xml
med_084,hmax2,med,0.1375,one_push,11.59,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00366/env.xml
