build_id,axis,tier,solve_rate,push_kind,best_corridor_cm,worst_corridor_cm,n_solutions_with_no_route,xml
hard_048,1push,hard,0.02,one_push,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00055/env.xml
hard_049,1push,hard,0.0138,one_push,9.95,9.67,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00010/env.xml
hard_050,1push,hard,0.0211,one_push,9.78,9.33,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00064/env.xml
hard_051,1push,hard,0.0143,one_push,10.57,10.18,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00438/env.xml
hard_052,1push,hard,0.0222,one_push,9.67,9.27,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00074/env.xml
hard_053,1push,hard,0.0143,one_push,10.01,10.01,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00067/env.xml
hard_054,1push,hard,0.0222,one_push,11.82,8.48,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00012/env.xml
hard_055,1push,hard,0.0143,one_push,9.67,9.27,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_619/rb_00010/env.xml
hard_056,1push,hard,0.0222,one_push,30.0,8.99,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00083/env.xml
hard_057,1push,hard,0.0154,one_push,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00070/env.xml
hard_058,1push,hard,0.0231,one_push,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00054/env.xml
hard_059,1push,hard,0.016,one_push,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00256/env.xml
hard_060,1push,hard,0.0231,one_push,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00066/env.xml
hard_061,1push,hard,0.016,one_push,10.18,9.67,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00430/env.xml
hard_062,1push,hard,0.025,one_push,30.0,9.16,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00036/env.xml
hard_063,1push,hard,0.016,one_push,9.95,9.33,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00016/env.xml
hard_064,1push,hard,0.0261,one_push,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_509/rb_00014/env.xml
hard_065,1push,hard,0.016,one_push,9.72,9.55,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_510/rb_00000/env.xml
hard_066,1push,hard,0.0276,one_push,13.57,9.61,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00050/env.xml
hard_067,1push,hard,0.0167,one_push,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00072/env.xml
hard_068,1push,hard,0.0276,one_push,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00053/env.xml
hard_069,1push,hard,0.0174,one_push,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00246/env.xml
hard_070,1push,hard,0.0286,one_push,14.03,8.93,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00148/env.xml
hard_071,1push,hard,0.0182,one_push,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00000/env.xml
hard_072,1push,hard,0.0286,one_push,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00041/env.xml
hard_073,1push,hard,0.02,one_push,11.37,10.35,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00179/env.xml
hard_074,1push,hard,0.0296,one_push,13.97,9.84,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00023/env.xml
hard_075,1push,hard,0.0211,one_push,8.93,8.82,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00005/env.xml
hard_076,1push,hard,0.0308,one_push,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00196/env.xml
hard_077,1push,hard,0.0214,one_push,10.06,9.33,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00006/env.xml
hard_078,1push,hard,0.0308,one_push,30.0,14.25,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00009/env.xml
hard_079,1push,hard,0.0222,one_push,9.72,8.53,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00282/env.xml
hard_080,1push,hard,0.0308,one_push,14.2,11.42,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00007/env.xml
hard_081,1push,hard,0.0222,one_push,9.89,9.27,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00067/env.xml
hard_082,1push,hard,0.0312,one_push,12.16,10.74,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00027/env.xml
hard_083,1push,hard,0.0222,one_push,30.0,8.93,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_515/rb_00010/env.xml
hard_084,1push,hard,0.0333,one_push,9.55,9.55,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00147/env.xml
hard_085,1push,hard,0.024,one_push,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00062/env.xml
hard_086,1push,hard,0.0345,one_push,14.31,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00065/env.xml
hard_087,1push,hard,0.024,one_push,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00171/env.xml
hard_088,1push,hard,0.0348,one_push,30.0,13.01,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00390/env.xml
hard_089,1push,hard,0.024,one_push,9.27,9.1,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00038/env.xml
hard_090,1push,hard,0.0364,one_push,30.0,10.18,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00152/env.xml
hard_091,1push,hard,0.024,one_push,9.89,9.89,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_602/rb_00008/env.xml
hard_092,1push,hard,0.037,one_push,30.0,11.03,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00027/env.xml
hard_093,1push,hard,0.025,one_push,13.18,10.8,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00366/env.xml
hard_094,1push,hard,0.0381,one_push,9.61,7.97,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00068/env.xml
hard_095,1push,hard,0.025,one_push,11.37,10.46,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00089/env.xml
hard_096,1push,hard,0.0385,one_push,30.0,9.1,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00021/env.xml
hard_097,1push,hard,0.025,one_push,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00067/env.xml
hard_098,1push,hard,0.04,one_push,10.74,7.97,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00070/env.xml
hard_099,1push,hard,0.025,one_push,8.36,8.36,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_601/rb_00010/env.xml
