axis,build_id,edge,depth,offset_cm,offset_frac,face,xml
1push,hard_005,22,2,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,22,3,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,22,4,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,24,0,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,24,1,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,24,2,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,24,3,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,24,4,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,26,0,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,26,1,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,26,2,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,26,3,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,26,4,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,28,0,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,28,1,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,28,2,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,28,3,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,28,4,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,48,0,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,48,1,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,48,2,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,48,3,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,48,4,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,49,0,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,49,1,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,49,2,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,49,3,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,49,4,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,50,0,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,50,1,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,50,2,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,50,3,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,50,4,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,51,0,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,51,1,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,51,2,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,51,3,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,51,4,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,52,0,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,52,1,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,52,2,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,52,3,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,52,4,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,53,0,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,53,1,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,53,2,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,53,3,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,53,4,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,54,0,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,54,1,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,54,2,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,54,3,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,54,4,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,55,0,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,55,1,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,55,2,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,55,3,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,55,4,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,56,0,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,56,1,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,56,2,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,56,3,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,56,4,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,57,0,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,57,1,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,57,2,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,57,3,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,57,4,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,58,0,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,58,1,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,58,2,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,58,3,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,58,4,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,59,0,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,59,1,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,59,2,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,59,3,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_005,59,4,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00054/env.xml
1push,hard_009,0,0,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,0,1,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,0,2,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,0,3,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,0,4,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,2,0,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,2,1,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,2,2,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,2,3,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,2,4,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,4,0,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,4,1,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,4,2,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,4,3,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,4,4,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,6,0,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,6,1,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,6,2,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,6,3,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,6,4,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,8,0,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,8,1,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,8,2,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,8,3,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,8,4,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,10,0,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,10,1,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,10,2,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,10,3,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,10,4,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,12,0,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,12,1,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,12,2,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,12,3,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,12,4,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,14,0,0.0,0.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,14,1,0.0,0.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,14,2,0.0,0.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,14,3,0.0,0.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,14,4,0.0,0.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,16,0,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,16,1,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,16,2,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,16,3,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,16,4,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,18,0,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,18,1,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,18,2,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,18,3,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,18,4,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,20,0,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,20,1,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,20,2,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,20,3,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,20,4,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,22,0,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,22,1,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,22,2,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,22,3,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,22,4,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,24,0,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,24,1,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,24,2,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,24,3,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,24,4,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,26,0,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,26,1,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,26,2,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,26,3,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,26,4,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,28,0,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,28,1,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,28,2,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,28,3,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,28,4,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,43,0,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,43,1,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,43,2,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,43,3,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,43,4,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,45,0,0.0,0.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,45,1,0.0,0.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,45,2,0.0,0.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,45,3,0.0,0.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,45,4,0.0,0.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,47,0,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,47,1,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,47,2,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,47,3,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,47,4,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,49,0,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,49,1,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,49,2,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,49,3,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,49,4,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,51,0,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,51,1,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,51,2,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,51,3,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,51,4,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,53,0,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,53,1,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,53,2,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,53,3,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,53,4,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,55,0,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,55,1,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,55,2,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,55,3,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,55,4,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,57,0,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,57,1,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,57,2,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,57,3,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,57,4,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,58,0,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,58,1,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,58,2,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,58,3,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,58,4,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,59,0,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,59,1,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,59,2,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,59,3,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
1push,hard_009,59,4,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00264/env.xml
hmax2,hard_007,1,0,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00012/env.xml
hmax2,hard_007,1,1,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00012/env.xml
hmax2,hard_007,1,2,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00012/env.xml
hmax2,hard_007,1,3,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00012/env.xml
hmax2,hard_007,1,4,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00012/env.xml
hmax2,hard_007,3,0,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00012/env.xml
hmax2,hard_007,3,1,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00012/env.xml
hmax2,hard_007,3,2,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00012/env.xml
hmax2,hard_007,3,3,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00012/env.xml
hmax2,hard_007,3,4,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00012/env.xml
hmax2,hard_007,5,0,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00012/env.xml
hmax2,hard_007,5,1,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00012/env.xml
hmax2,hard_007,5,2,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00012/env.xml
hmax2,hard_007,5,3,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00012/env.xml
hmax2,hard_007,5,4,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00012/env.xml
hmax2,hard_007,7,0,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00012/env.xml
