axis,build_id,edge,depth,offset_cm,offset_frac,face,xml
hmax2,hard_008,19,1,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,19,2,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,19,3,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,19,4,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,21,0,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,21,1,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,21,2,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,21,3,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,21,4,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,23,0,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,23,1,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,23,2,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,23,3,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,23,4,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,25,0,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,25,1,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,25,2,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,25,3,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,25,4,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,27,0,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,27,1,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,27,2,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,27,3,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,27,4,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,29,0,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,29,1,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,29,2,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,29,3,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,29,4,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,31,0,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,31,1,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,31,2,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,31,3,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,31,4,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,33,0,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,33,1,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,33,2,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,33,3,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,33,4,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,35,0,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,35,1,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,35,2,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,35,3,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,35,4,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,37,0,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,37,1,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,37,2,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,37,3,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,37,4,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,39,0,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,39,1,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,39,2,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,39,3,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,39,4,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,41,0,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,41,1,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,41,2,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,41,3,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,41,4,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,43,0,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,43,1,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,43,2,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,43,3,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,43,4,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,45,0,0.0,0.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,45,1,0.0,0.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,45,2,0.0,0.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,45,3,0.0,0.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,45,4,0.0,0.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,47,0,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,47,1,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,47,2,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,47,3,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,47,4,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,49,0,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,49,1,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,49,2,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,49,3,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,49,4,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,51,0,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,51,1,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,51,2,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,51,3,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,51,4,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,53,0,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,53,1,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,53,2,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,53,3,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,53,4,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,55,0,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,55,1,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,55,2,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,55,3,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,55,4,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,57,0,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,57,1,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,57,2,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,57,3,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,57,4,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,59,0,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,59,1,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,59,2,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,59,3,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hmax2,hard_008,59,4,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
1push,med_085,0,0,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,0,1,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,0,2,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,0,3,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,0,4,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,2,0,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,2,1,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,2,2,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,2,3,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,2,4,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,4,0,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,4,1,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,4,2,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,4,3,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,4,4,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,6,0,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,6,1,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,6,2,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,6,3,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,6,4,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,8,0,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,8,1,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,8,2,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,8,3,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,8,4,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,10,0,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,10,1,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,10,2,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,10,3,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,10,4,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,31,0,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,31,1,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,31,2,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,31,3,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,31,4,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,33,0,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,33,1,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,33,2,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,33,3,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,33,4,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,35,0,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,35,1,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,35,2,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,35,3,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,35,4,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,37,0,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,37,1,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,37,2,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,37,3,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,37,4,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,39,0,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,39,1,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,39,2,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,39,3,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,39,4,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,41,0,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,41,1,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,41,2,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,41,3,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,41,4,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,43,0,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,43,1,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,43,2,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,43,3,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,43,4,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,45,0,0.0,0.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,45,1,0.0,0.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,45,2,0.0,0.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,45,3,0.0,0.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,45,4,0.0,0.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,47,0,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,47,1,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,47,2,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,47,3,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,47,4,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,49,0,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,49,1,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,49,2,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,49,3,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,49,4,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,51,0,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,51,1,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,51,2,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,51,3,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,51,4,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,53,0,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,53,1,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,53,2,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,53,3,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,53,4,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,55,0,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,55,1,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,55,2,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,55,3,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,55,4,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,57,0,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,57,1,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,57,2,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,57,3,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,57,4,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,59,0,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,59,1,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,59,2,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,59,3,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_085,59,4,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00288/env.xml
1push,med_077,1,0,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00113/env.xml
1push,med_077,1,1,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00113/env.xml
1push,med_077,1,2,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00113/env.xml
1push,med_077,1,3,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00113/env.xml
1push,med_077,1,4,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00113/env.xml
