build_id,axis,tier,verdict,retarget_cm,n_solutions_measured,n_solutions_strict,solve_rate,xml
med_099,hmax2,med,strict,0.0,8,2,0.1071,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00049/env.xml
hard_000,hmax2,hard,strict,0.0,1,1,0.0067,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00164/env.xml
hard_001,hmax2,hard,strict,0.0,1,1,0.0067,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00295/env.xml
hard_002,hmax2,hard,strict,0.0,2,2,0.0211,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00017/env.xml
hard_003,hmax2,hard,strict,0.0,1,1,0.0133,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00458/env.xml
hard_004,hmax2,hard,strict,0.0,1,1,0.0067,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00228/env.xml
hard_005,hmax2,hard,strict,0.0,1,1,0.0067,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_502/rb_00007/env.xml
hard_006,hmax2,hard,retarget,3.0,1,0,0.0167,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00347/env.xml
hard_007,hmax2,hard,strict,0.0,1,1,0.0067,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00012/env.xml
hard_008,hmax2,hard,strict,0.0,1,1,0.0067,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hard_009,hmax2,hard,strict,0.0,1,1,0.02,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00265/env.xml
hard_010,hmax2,hard,strict,0.0,1,1,0.0077,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00316/env.xml
hard_011,hmax2,hard,strict,0.0,1,1,0.0074,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_601/rb_00018/env.xml
hard_012,hmax2,hard,retarget,2.5,2,0,0.0267,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00068/env.xml
hard_013,hmax2,hard,strict,0.0,1,1,0.008,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00018/env.xml
hard_014,hmax2,hard,strict,0.0,1,1,0.0077,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_523/rb_00000/env.xml
hard_015,hmax2,hard,fail,,2,0,0.0267,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00063/env.xml
hard_016,hmax2,hard,strict,0.0,1,1,0.008,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_522/rb_00008/env.xml
hard_017,hmax2,hard,fail,,1,0,0.008,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00008/env.xml
hard_018,hmax2,hard,fail,,1,0,0.0083,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00441/env.xml
hard_019,hmax2,hard,fail,,1,0,0.0083,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00010/env.xml
hard_020,hmax2,hard,strict,0.0,1,1,0.0091,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00420/env.xml
hard_021,hmax2,hard,strict,0.0,1,1,0.0083,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00079/env.xml
hard_022,hmax2,hard,strict,0.0,2,2,0.0133,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00064/env.xml
hard_023,hmax2,hard,fail,,1,0,0.0087,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00325/env.xml
hard_024,hmax2,hard,strict,0.0,2,2,0.0133,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00225/env.xml
hard_025,hmax2,hard,strict,0.0,2,2,0.0133,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_506/rb_00012/env.xml
hard_026,hmax2,hard,strict,0.0,2,2,0.0133,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00011/env.xml
hard_027,hmax2,hard,strict,0.0,2,2,0.0143,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00071/env.xml
hard_028,hmax2,hard,strict,0.0,2,2,0.0138,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00322/env.xml
hard_029,hmax2,hard,strict,0.0,2,2,0.016,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_505/rb_00001/env.xml
hard_030,hmax2,hard,strict,0.0,2,2,0.0154,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_515/rb_00012/env.xml
hard_031,hmax2,hard,retarget,10.0,2,0,0.016,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_602/rb_00014/env.xml
hard_032,hmax2,hard,retarget,9.5,2,0,0.016,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_501/rb_00009/env.xml
hard_033,hmax2,hard,strict,0.0,2,1,0.0174,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00011/env.xml
hard_034,hmax2,hard,strict,0.0,2,2,0.016,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00013/env.xml
hard_035,hmax2,hard,strict,0.0,3,1,0.02,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00174/env.xml
hard_036,hmax2,hard,strict,0.0,2,2,0.0167,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00083/env.xml
hard_037,hmax2,hard,strict,0.0,3,1,0.025,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_524/rb_00009/env.xml
hard_038,hmax2,hard,strict,0.0,2,2,0.0167,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_522/rb_00012/env.xml
hard_039,hmax2,hard,strict,0.0,4,2,0.0286,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00026/env.xml
hard_040,hmax2,hard,strict,0.0,2,2,0.0174,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00027/env.xml
hard_041,hmax2,hard,strict,0.0,4,4,0.0296,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00003/env.xml
hard_042,hmax2,hard,strict,0.0,2,2,0.0174,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_606/rb_00002/env.xml
hard_043,hmax2,hard,strict,0.0,5,5,0.0333,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00122/env.xml
hard_044,hmax2,hard,strict,0.0,3,3,0.02,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00035/env.xml
hard_045,hmax2,hard,strict,0.0,5,4,0.0333,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00009/env.xml
hard_046,hmax2,hard,strict,0.0,3,3,0.02,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00048/env.xml
hard_047,hmax2,hard,strict,0.0,4,3,0.0333,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00013/env.xml
hard_048,hmax2,hard,strict,0.0,3,3,0.02,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00005/env.xml
hard_049,hmax2,hard,retarget,1.5,5,0,0.0345,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00018/env.xml
hard_050,hmax2,hard,strict,0.0,3,1,0.02,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00088/env.xml
hard_051,hmax2,hard,strict,0.0,4,4,0.0348,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00064/env.xml
hard_052,hmax2,hard,strict,0.0,3,3,0.0214,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00011/env.xml
hard_053,hmax2,hard,strict,0.0,5,5,0.0385,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_501/rb_00004/env.xml
hard_054,hmax2,hard,strict,0.0,3,3,0.0231,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00003/env.xml
hard_055,hmax2,hard,strict,0.0,6,5,0.04,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00121/env.xml
hard_056,hmax2,hard,strict,0.0,3,3,0.0231,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00014/env.xml
hard_057,hmax2,hard,strict,0.0,6,2,0.04,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00016/env.xml
hard_058,hmax2,hard,strict,0.0,3,3,0.025,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_501/rb_00015/env.xml
hard_059,hmax2,hard,strict,0.0,5,5,0.04,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_504/rb_00004/env.xml
hard_060,hmax2,hard,strict,0.0,3,3,0.025,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_507/rb_00008/env.xml
hard_061,hmax2,hard,strict,0.0,5,3,0.04,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_521/rb_00010/env.xml
hard_062,hmax2,hard,strict,0.0,3,3,0.025,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00008/env.xml
hard_063,hmax2,hard,strict,0.0,6,4,0.04,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00006/env.xml
hard_064,hmax2,hard,strict,0.0,3,3,0.025,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_604/rb_00009/env.xml
hard_065,hmax2,hard,strict,0.0,5,5,0.0417,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_515/rb_00014/env.xml
hard_066,hmax2,hard,strict,0.0,3,3,0.025,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_616/rb_00012/env.xml
hard_067,hmax2,hard,strict,0.0,5,3,0.0435,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_618/rb_00019/env.xml
hard_068,hmax2,hard,strict,0.0,4,4,0.0267,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00243/env.xml
hard_069,hmax2,hard,strict,0.0,6,5,0.0462,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00207/env.xml
hard_070,hmax2,hard,strict,0.0,4,4,0.0267,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00042/env.xml
hard_071,hmax2,hard,strict,0.0,7,7,0.0467,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00091/env.xml
hard_072,hmax2,hard,strict,0.0,4,2,0.0276,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00039/env.xml
hard_073,hmax2,hard,strict,0.0,7,2,0.0467,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00053/env.xml
hard_074,hmax2,hard,strict,0.0,4,4,0.0276,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_613/rb_00013/env.xml
hard_075,hmax2,hard,strict,0.0,5,5,0.0476,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00071/env.xml
hard_076,hmax2,hard,strict,0.0,4,4,0.0296,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_518/rb_00009/env.xml
hard_077,hmax2,hard,strict,0.0,7,7,0.0483,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00408/env.xml
hard_078,hmax2,hard,strict,0.0,4,4,0.0308,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00028/env.xml
hard_079,hmax2,hard,strict,0.0,7,7,0.0483,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00035/env.xml
hard_080,hmax2,hard,retarget,2.5,4,0,0.0308,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_516/rb_00008/env.xml
hard_081,hmax2,hard,strict,0.0,4,4,0.032,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_521/rb_00001/env.xml
hard_082,hmax2,hard,strict,0.0,5,5,0.0333,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00018/env.xml
hard_083,hmax2,hard,strict,0.0,5,5,0.037,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00216/env.xml
hard_084,hmax2,hard,strict,0.0,5,5,0.037,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_522/rb_00000/env.xml
hard_085,hmax2,hard,strict,0.0,5,5,0.04,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00406/env.xml
hard_086,hmax2,hard,strict,0.0,5,3,0.04,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_410/rb_00043/env.xml
hard_087,hmax2,hard,strict,0.0,6,6,0.04,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00191/env.xml
hard_088,hmax2,hard,strict,0.0,5,3,0.0417,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_606/rb_00011/env.xml
hard_089,hmax2,hard,strict,0.0,5,5,0.0435,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_508/rb_00003/env.xml
hard_090,hmax2,hard,strict,0.0,7,6,0.0467,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00052/env.xml
hard_091,hmax2,hard,retarget,1.0,7,0,0.0467,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00048/env.xml
hard_092,hmax2,hard,strict,0.0,7,7,0.0483,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00017/env.xml
easy_000,1push,easy,strict,0.0,8,8,0.4696,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_403/rb_00001/env.xml
easy_001,1push,easy,strict,0.0,8,7,0.6154,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_404/rb_00078/env.xml
easy_002,1push,easy,strict,0.0,8,6,0.304,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
easy_003,1push,easy,strict,0.0,8,8,0.3,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00073/env.xml
easy_004,1push,easy,strict,0.0,8,8,0.3,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00133/env.xml
easy_005,1push,easy,retarget,1.5,8,0,0.3,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00064/env.xml
easy_006,1push,easy,strict,0.0,8,5,0.4706,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00154/env.xml
easy_007,1push,easy,strict,0.0,8,8,0.6889,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_412/rb_00073/env.xml
easy_008,1push,easy,strict,0.0,8,3,0.3067,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00033/env.xml
easy_009,1push,easy,strict,0.0,8,7,0.3,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00022/env.xml
easy_010,1push,easy,strict,0.0,8,8,0.3,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00039/env.xml
easy_011,1push,easy,strict,0.0,8,3,0.3067,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00069/env.xml
easy_012,1push,easy,strict,0.0,8,8,0.4815,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00026/env.xml
easy_013,1push,easy,strict,0.0,8,8,0.7,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00190/env.xml
easy_014,1push,easy,strict,0.0,8,8,0.3417,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_614/rb_00013/env.xml
easy_015,1push,easy,strict,0.0,8,8,0.3,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00053/env.xml
easy_016,1push,easy,strict,0.0,8,8,0.32,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00030/env.xml
easy_017,1push,easy,strict,0.0,8,8,0.32,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00008/env.xml
easy_018,1push,easy,strict,0.0,8,8,0.5,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00197/env.xml
easy_019,1push,easy,strict,0.0,8,8,0.7037,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_410/rb_00045/env.xml
easy_020,1push,easy,strict,0.0,8,8,0.3467,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00006/env.xml
easy_021,1push,easy,strict,0.0,8,6,0.3059,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00288/env.xml
easy_022,1push,easy,strict,0.0,8,8,0.3333,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00200/env.xml
easy_023,1push,easy,strict,0.0,8,8,0.32,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00024/env.xml
easy_024,1push,easy,strict,0.0,8,8,0.5067,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00123/env.xml
easy_025,1push,easy,strict,0.0,8,8,0.704,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_412/rb_00062/env.xml
easy_026,1push,easy,strict,0.0,8,8,0.3467,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00055/env.xml
easy_027,1push,easy,strict,0.0,8,8,0.3059,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00010/env.xml
easy_028,1push,easy,retarget,1.0,8,0,0.3333,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00021/env.xml
easy_029,1push,easy,strict,0.0,8,1,0.3333,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00006/env.xml
easy_030,1push,easy,strict,0.0,8,8,0.5071,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00159/env.xml
easy_031,1push,easy,strict,0.0,8,8,0.7043,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00085/env.xml
easy_032,1push,easy,strict,0.0,8,8,0.3471,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00277/env.xml
easy_033,1push,easy,strict,0.0,8,1,0.3077,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00283/env.xml
easy_034,1push,easy,strict,0.0,8,8,0.3429,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00036/env.xml
easy_035,1push,easy,strict,0.0,8,8,0.3556,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00012/env.xml
easy_036,1push,easy,strict,0.0,8,6,0.512,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00199/env.xml
easy_037,1push,easy,strict,0.0,8,6,0.7067,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00042/env.xml
easy_038,1push,easy,strict,0.0,8,8,0.36,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00072/env.xml
easy_039,1push,easy,strict,0.0,8,8,0.3143,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00188/env.xml
easy_040,1push,easy,strict,0.0,8,8,0.36,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00497/env.xml
easy_041,1push,easy,strict,0.0,8,8,0.3778,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00002/env.xml
easy_042,1push,easy,strict,0.0,8,8,0.513,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00138/env.xml
easy_043,1push,easy,strict,0.0,8,8,0.7067,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_404/rb_00027/env.xml
easy_044,1push,easy,strict,0.0,8,8,0.3769,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00019/env.xml
easy_045,1push,easy,strict,0.0,8,8,0.3143,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00055/env.xml
easy_046,1push,easy,strict,0.0,8,3,0.38,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00020/env.xml
easy_047,1push,easy,strict,0.0,8,8,0.42,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00473/env.xml
easy_048,1push,easy,strict,0.0,8,8,0.5185,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_401/rb_00060/env.xml
easy_049,1push,easy,strict,0.0,8,8,0.7071,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_405/rb_00038/env.xml
easy_050,1push,easy,strict,0.0,8,8,0.3867,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00407/env.xml
easy_051,1push,easy,strict,0.0,8,8,0.32,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00051/env.xml
easy_052,1push,easy,strict,0.0,8,8,0.3833,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00067/env.xml
easy_053,1push,easy,strict,0.0,8,8,0.4364,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00174/env.xml
easy_054,1push,easy,strict,0.0,8,8,0.54,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00162/env.xml
easy_055,1push,easy,strict,0.0,8,8,0.7143,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00024/env.xml
easy_056,1push,easy,strict,0.0,8,8,0.4,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00107/env.xml
easy_057,1push,easy,strict,0.0,8,4,0.3273,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00342/env.xml
easy_058,1push,easy,strict,0.0,8,8,0.4,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00127/env.xml
easy_059,1push,easy,strict,0.0,8,8,0.4462,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00042/env.xml
easy_060,1push,easy,strict,0.0,8,8,0.55,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_403/rb_00006/env.xml
easy_061,1push,easy,strict,0.0,8,8,0.725,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00065/env.xml
easy_062,1push,easy,strict,0.0,8,8,0.5,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_512/rb_00013/env.xml
easy_063,1push,easy,strict,0.0,8,8,0.3273,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00037/env.xml
easy_064,1push,easy,strict,0.0,8,8,0.4286,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00059/env.xml
easy_065,1push,easy,strict,0.0,8,4,0.45,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00075/env.xml
easy_066,1push,easy,strict,0.0,8,8,0.55,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00171/env.xml
easy_067,1push,easy,strict,0.0,8,8,0.725,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_412/rb_00043/env.xml
easy_068,1push,easy,strict,0.0,8,8,0.5083,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00007/env.xml
easy_069,1push,easy,strict,0.0,8,8,0.3333,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_409/rb_00055/env.xml
easy_070,1push,easy,strict,0.0,8,8,0.4364,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00474/env.xml
easy_071,1push,easy,strict,0.0,8,8,0.5,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00274/env.xml
easy_072,1push,easy,strict,0.0,8,8,0.5533,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_410/rb_00049/env.xml
easy_073,1push,easy,strict,0.0,8,8,0.731,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_401/rb_00017/env.xml
easy_074,1push,easy,strict,0.0,8,8,0.6571,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_401/rb_00070/env.xml
easy_075,1push,easy,strict,0.0,8,8,0.3385,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00328/env.xml
easy_076,1push,easy,strict,0.0,8,8,0.44,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00041/env.xml
easy_077,1push,easy,strict,0.0,8,8,0.5556,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00142/env.xml
easy_078,1push,easy,strict,0.0,8,8,0.7333,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_406/rb_00045/env.xml
easy_079,1push,easy,strict,0.0,8,7,0.3467,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00007/env.xml
easy_080,1push,easy,strict,0.0,8,6,0.4889,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00099/env.xml
easy_081,1push,easy,strict,0.0,8,8,0.56,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00065/env.xml
easy_082,1push,easy,strict,0.0,8,8,0.7333,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_404/rb_00052/env.xml
easy_083,1push,easy,strict,0.0,8,8,0.3571,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00498/env.xml
easy_084,1push,easy,strict,0.0,8,8,0.5778,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00042/env.xml
easy_085,1push,easy,strict,0.0,8,8,0.575,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00073/env.xml
easy_086,1push,easy,strict,0.0,8,8,0.736,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00007/env.xml
easy_087,1push,easy,strict,0.0,8,1,0.36,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00040/env.xml
easy_088,1push,easy,strict,0.0,8,8,0.5769,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_404/rb_00076/env.xml
easy_089,1push,easy,strict,0.0,8,4,0.736,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00041/env.xml
easy_090,1push,easy,strict,0.0,8,8,0.3867,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00024/env.xml
easy_091,1push,easy,strict,0.0,8,8,0.5786,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_406/rb_00013/env.xml
easy_092,1push,easy,strict,0.0,8,8,0.7385,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_409/rb_00072/env.xml
easy_093,1push,easy,strict,0.0,8,8,0.4,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00472/env.xml
easy_094,1push,easy,strict,0.0,8,8,0.5867,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_405/rb_00026/env.xml
easy_095,1push,easy,strict,0.0,8,8,0.74,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_409/rb_00046/env.xml
easy_096,1push,easy,strict,0.0,8,4,0.4,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00050/env.xml
easy_097,1push,easy,strict,0.0,8,8,0.5926,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00184/env.xml
easy_098,1push,easy,strict,0.0,8,8,0.7429,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00009/env.xml
easy_099,1push,easy,strict,0.0,8,8,0.4,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00057/env.xml
med_000,1push,med,strict,0.0,6,6,0.05,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00017/env.xml
med_001,1push,med,strict,0.0,6,5,0.0522,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00014/env.xml
med_002,1push,med,strict,0.0,4,4,0.0533,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00111/env.xml
med_003,1push,med,strict,0.0,3,2,0.05,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00068/env.xml
med_004,1push,med,strict,0.0,8,8,0.05,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00065/env.xml
med_005,1push,med,strict,0.0,6,6,0.0522,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00412/env.xml
