# Rooms that stop being region-opening problems at the 1 mm inflation margin.
# Generated 2026-09-06 from a full relabel of all 2556 swept two-movable rooms (Amarel arrays
# 61256055 + 61257866, namo commit 9dbe39bd, config/wavefront_inflation.yaml tier1 = 0.001).
#
# goal_open      = the robot can already reach 20+ of 100 sampled goal points at the start.
# no_goal_region = at 1 mm the goal no longer forms a separate region, so there is nothing to open.
#
# Every label shipped before today was made at 5 mm. These 204 rooms were correct then and are
# not problems now. Do not build them. 324 episodes ride on them.
#
# room<TAB>reason
v2/dense_solo1/rb_00016	no_goal_region
v2/dense_solo1/rb_00028	no_goal_region
v2/dense_solo1/rb_00039	no_goal_region
v2/dense_solo1/rb_00046	no_goal_region
v2/dense_solo1/rb_00054	no_goal_region
v2/dense_solo1/rb_00067	no_goal_region
v2/dense_solo1/rb_00105	no_goal_region
v2/dense_solo1/rb_00116	no_goal_region
v2/dense_solo1/rb_00121	no_goal_region
v2/dense_solo1/rb_00146	no_goal_region
v2/dense_solo2/rb_00021	no_goal_region
v2/dense_solo2/rb_00027	no_goal_region
v2/dense_solo2/rb_00036	no_goal_region
v2/dense_solo2/rb_00049	no_goal_region
v2/dense_solo2/rb_00069	no_goal_region
v2/dense_solo2/rb_00110	no_goal_region
v2/dense_solo2/rb_00112	no_goal_region
v2/dense_solo2/rb_00132	no_goal_region
v2/zig_solo0/rb_00031	no_goal_region
v2/zig_solo0/rb_00067	no_goal_region
v2/zig_solo0/rb_00123	no_goal_region
v2/zig_solo0/rb_00147	no_goal_region
v2/zig_solo1/rb_00004	no_goal_region
v2/zig_solo1/rb_00008	no_goal_region
v2/zig_solo1/rb_00026	no_goal_region
v2/zig_solo1/rb_00053	no_goal_region
v2/zig_solo1/rb_00063	no_goal_region
v2/zig_solo1/rb_00069	no_goal_region
v2/zig_solo1/rb_00076	no_goal_region
v2/zig_solo1/rb_00082	no_goal_region
v2/zig_solo1/rb_00086	no_goal_region
v2/zig_solo1/rb_00093	no_goal_region
v2/zig_solo1/rb_00110	no_goal_region
v2/zig_solo1/rb_00114	no_goal_region
v2/zig_solo1/rb_00119	no_goal_region
v2/zig_solo1/rb_00131	no_goal_region
v2/zig_solo1/rb_00137	no_goal_region
v2/zig_solo2/rb_00027	no_goal_region
v2/zig_solo2/rb_00044	no_goal_region
v2/zig_solo2/rb_00048	no_goal_region
v2/zig_solo2/rb_00064	no_goal_region
v2/zig_solo2/rb_00095	no_goal_region
v2/zig_solo2/rb_00117	no_goal_region
v3/hard_hc1/rb_00008	no_goal_region
v3/hard_loose/rb_00184	no_goal_region
v3/hard_loose/rb_00194	no_goal_region
v3_b2/hard_loose/rb_00082	no_goal_region
v3_b2/hard_loose/rb_00100	no_goal_region
v3_b2/hard_loose/rb_00111	no_goal_region
v3_b2/hard_loose/rb_00138	no_goal_region
v3_b2/hard_zig/rb_00139	no_goal_region
v3_b2/med/rb_00196	no_goal_region
v3_b2/med/rb_00197	no_goal_region
v3_b2/med/rb_00207	no_goal_region
v3_b2/med/rb_00220	no_goal_region
v3_snap/hard_loose/rb_00013	no_goal_region
v3_snap/hard_loose/rb_00022	no_goal_region
v3_snap/hard_loose/rb_00037	no_goal_region
v3_snap/hard_loose/rb_00038	no_goal_region
v3_snap/med/rb_00013	no_goal_region
v3_snap/med/rb_00014	no_goal_region
v3_snap/med/rb_00039	no_goal_region
v3_snap/med/rb_00084	no_goal_region
v3_snap/med/rb_00104	no_goal_region
v4_snap/b3_a/rb_00021	no_goal_region
v4_snap/b3_a/rb_00029	no_goal_region
v4_snap/b3_a/rb_00047	no_goal_region
v4_snap/b3_a/rb_00099	no_goal_region
v4_snap/b3_a/rb_00133	no_goal_region
v4_snap/b3_a/rb_00134	no_goal_region
v4_snap/b3_a/rb_00154	no_goal_region
v4_snap/b3_a/rb_00156	no_goal_region
v4_snap/b3_a/rb_00175	no_goal_region
v4_snap/b3_a/rb_00186	no_goal_region
v4_snap/b3_a/rb_00207	no_goal_region
v4_snap/b3_a/rb_00240	no_goal_region
v4_snap/b3_a/rb_00244	no_goal_region
v4_snap/b3_b/rb_00029	no_goal_region
v4_snap/b3_b/rb_00042	no_goal_region
v4_snap/b3_b/rb_00129	no_goal_region
v4_snap/b3_b/rb_00240	no_goal_region
